"Fecha","Ultimo","Apertura","Diferencia","Maximo","Minimo","Volumen"
09/10/02,"5364,5","5489,4","-1,60%","5516,7","5333,3",163525456
08/10/02,"5454,1","5485,3","-0,20%","5599,4","5432,4",283024320
07/10/02,"5464,3","5426,4","-0,60%","5544,6","5375,6",167849760
04/10/02,"5499,2","5540,9","-0,90%","5629,4","5470,6",248513136
03/10/02,"5551,7","5510,4","-1,10%","5679,6","5497,6",133274736
02/10/02,"5614,4",5518,"4,60%","5614,4","5454,7",205211184
01/10/02,"5368,6","5477,2","-1,20%","5484,4","5324,8",173295520
30/09/02,"5431,7","5475,8","-3,50%",5493,"5304,7",185671760
27/09/02,"5630,6","5654,1","-0,90%","5716,8","5573,6",152973456
26/09/02,"5682,4","5557,5","4,30%","5682,4","5488,1",160683680
25/09/02,"5447,4","5318,4","1,00%","5545,2","5293,5",202293312
24/09/02,"5390,9","5571,6","-3,40%","5637,2","5358,6",184288832
23/09/02,"5580,1",5761,"-3,10%",5845,"5520,3",346075264
20/09/02,"5761,1","5785,3","-1,00%","5861,3","5715,3",241251728
19/09/02,5819,"5930,1","-1,50%","5992,5","5814,5",151159088
18/09/02,"5905,5","6011,5","-2,90%","6020,8","5898,7",158521040
17/09/02,6082,"6250,7","-0,10%","6280,2","6071,7",140271952
16/09/02,6087,"6166,9","-0,90%",6205,"6063,2",93924568
13/09/02,"6141,3","6246,6","-1,80%","6250,8","6045,4",149838688
12/09/02,"6251,1","6395,3","-3,70%","6435,9","6242,8",107303344
11/09/02,6492,"6339,4","3,10%","6514,5","6257,2",128055424
10/09/02,"6295,7","6197,8","2,50%","6325,4","6191,9",79567056
09/09/02,"6143,3","6218,1","-1,90%",6232,6115,91908648
06/09/02,"6261,6","6079,9","3,00%","6261,6",6020,93832608
05/09/02,"6080,4",6225,"-1,40%","6230,8","5989,8",143808304
04/09/02,"6165,1","6098,5","0,40%","6211,6","6040,4",130266552
03/09/02,"6141,9",6312,"-3,10%","6315,3","6141,2",133054632
02/09/02,"6341,3",6433,"-1,50%",6433,"6327,1",59430348
30/08/02,"6435,7","6422,7","1,00%","6450,3","6316,1",125787200
29/08/02,"6370,9","6477,7","-1,60%","6482,8","6332,4",94581224
28/08/02,"6472,7","6613,2","-3,40%","6617,4","6460,3",93980632
27/08/02,"6703,1","6594,5","2,60%","6727,2","6552,7",104623560
26/08/02,"6534,1","6538,9","-0,80%","6650,3","6515,4",46072880
23/08/02,"6590,1","6688,5","-1,30%","6707,5","6566,1",106203360
22/08/02,"6678,8","6575,8","2,30%","6683,5","6539,7",101501744
21/08/02,"6528,1","6442,9","1,00%","6624,7","6431,2",101775984
20/08/02,"6466,3","6556,2","-1,80%","6606,3","6453,8",87941440
19/08/02,6583,"6268,1","4,10%","6583,5",6259,92534000
16/08/02,"6326,6",6278,"3,60%","6345,7","6175,2",157168816
15/08/02,"6104,6","6137,1","0,00%","6247,1","6086,5",93646864
14/08/02,"6104,6","6137,1","-2,70%","6247,1","6086,5",93646864
13/08/02,"6271,4","6235,2","0,80%","6280,6","6136,9",92549048
12/08/02,"6221,1","6375,4","-2,80%","6384,5","6207,4",73614624
09/08/02,"6400,3","6453,5","0,10%","6495,7",6321,178245312
08/08/02,"6396,1","6184,9","5,00%","6421,7","6172,2",231844048
07/08/02,"6091,7",6209,"-1,20%",6269,"6058,9",187782688
06/08/02,"6168,6","5879,4","3,40%","6220,9","5815,6",163533120
05/08/02,"5963,2","6145,4","-2,50%","6176,6","5963,2",141441216
02/08/02,"6114,1","6089,4","0,60%","6146,9","6029,3",176781840
01/08/02,"6074,9","6250,4","-2,80%",6364,"6037,6",163784800
31/07/02,"6249,3",6369,"-1,20%","6507,5","6213,8",202625968
30/07/02,"6322,3","6672,8","-5,10%","6743,5","6322,3",225625312
29/07/02,"6659,8","6361,9","5,70%","6659,8","6260,1",153300656
26/07/02,"6303,4","6239,6","-0,10%","6313,5","6118,4",203293184
25/07/02,"6310,1","6365,5","5,10%",6369,"6166,5",305762016
24/07/02,"6004,5","6074,3","-2,50%","6179,2","5824,2",276765920
23/07/02,"6158,6","6309,4","-1,50%","6433,3","6105,8",182405456
22/07/02,"6251,9",6374,"-2,60%","6458,5","6251,9",139868736
19/07/02,"6420,4","6659,4","-4,90%","6659,4","6420,4",159778368
18/07/02,"6751,6","6703,5","1,40%","6861,7","6639,6",269931648
17/07/02,"6660,6","6411,9","3,70%","6729,4","6379,8",165567968
16/07/02,"6421,2","6557,3","0,00%","6579,6","6271,8",172426176
15/07/02,"6420,9","6726,9","-4,50%","6777,2","6408,3",111933032
12/07/02,"6724,6",6800,"1,30%","6831,9","6633,3",152730384
11/07/02,"6637,7","6737,3","-3,20%",6776,"6631,1",174736400
10/07/02,"6858,3","6915,2","-2,00%","6997,4","6838,9",159970480
09/07/02,"6997,7","7110,3","-1,90%","7164,6","6927,8",151765712
08/07/02,"7133,8","7009,8","0,80%","7165,1","6996,9",153018704
05/07/02,"7078,4","6752,6","5,90%","7078,4","6744,8",184505040
04/07/02,"6686,6","6685,6","1,40%",6717,"6635,3",236056784
03/07/02,"6592,2","6738,7","-1,80%","6807,2","6579,7",187550816
02/07/02,"6713,4","6794,2","-2,60%","6837,5","6713,4",173904288
01/07/02,"6893,6","6851,4","-0,30%","6999,3","6796,1",154829488
28/06/02,6913,"6810,3","3,20%",6933,"6799,5",188132800
27/06/02,"6695,8","6797,8","0,20%","6802,3","6644,5",229864320
26/06/02,"6683,4","6716,1","-1,30%","6716,1","6433,6",188374608
25/06/02,"6773,6",6759,"1,80%","6836,4","6729,2",199992080
24/06/02,"6651,4","6894,7","-4,00%","6946,7","6638,6",211763472
21/06/02,"6925,5","6971,2","-1,90%",7056,"6850,4",277487584
20/06/02,"7060,3","7144,1","-2,10%","7192,8","7038,8",167582720
19/06/02,"7212,7","7231,3","-1,90%","7247,7","7161,1",124697592
18/06/02,"7350,8","7390,9","0,20%","7398,2","7276,8",129091152
17/06/02,7333,"7180,2","2,90%",7333,"7151,9",104154680
14/06/02,"7128,2","7286,5","-2,30%","7286,5","7014,2",151731632
13/06/02,"7296,5","7452,2","-1,20%","7488,6","7276,6",115126248
12/06/02,"7387,6","7439,9","-2,20%",7485,7381,142010896
11/06/02,"7553,9","7510,9","0,90%","7571,1","7430,3",135506768
10/06/02,"7483,1","7542,6","0,00%","7549,6","7440,4",78869328
07/06/02,"7480,6",7473,"-1,30%",7495,"7399,6",177233376
06/06/02,"7577,5","7665,1","-0,50%","7703,7","7554,8",135415392
05/06/02,"7619,1","7726,2","-0,60%","7727,7","7588,6",113622944
04/06/02,7667,"7827,6","-2,90%","7829,1","7660,8",119461072
03/06/02,"7899,7","7917,5","-0,60%","8016,8","7890,4",92312864
02/06/02,"7708,1","7882,6","-1,80%","7885,4","7693,9",7780
31/05/02,"7949,9","7884,5","1,20%","7957,1","7845,8",120065936
30/05/02,"7854,8","7935,4","-1,20%","7950,5","7809,7",105144472
29/05/02,"7946,7","7920,1","0,30%","7979,7",7911,103681936
28/05/02,"7925,1","8023,3","-0,80%","8054,7","7903,1",98890760
27/05/02,7993,"7925,9","0,50%","8024,2","7925,9",52632768
24/05/02,"7950,2","7945,1","0,60%","7985,2","7926,6",91249320
23/05/02,"7902,1","7890,5","0,60%","7931,1","7833,9",128829080
22/05/02,"7857,1","7919,9","-1,20%","7942,7","7837,3",144616960
21/05/02,7950,"7974,2","-0,60%","8039,9","7939,6",120131464
20/05/02,8000,"8108,7","-1,10%","8122,9","7979,6",216187152
17/05/02,"8090,6","8137,1","0,00%","8193,4","8083,9",243917376
16/05/02,"8088,1","8118,5","-0,90%","8168,9","8066,7",133421216
15/05/02,"8162,1","8134,8","0,70%","8166,4","8059,6",125925096
14/05/02,"8103,6","8026,4","1,30%","8133,5","7965,8",149706080
13/05/02,"7998,1","7891,3","1,30%","8020,2","7810,7",120971160
10/05/02,"7897,1","8026,9","-1,80%","8032,6","7869,3",116927584
09/05/02,"8041,4","8148,8","-0,60%","8165,3","8030,3",112919952
08/05/02,"8087,9","7984,5","2,20%","8093,8","7970,7",148309216
07/05/02,"7910,7","7881,9","-0,40%","7954,4","7788,1",180605040
06/05/02,"7945,9","8041,2","-0,90%","8055,9","7945,9",83040040
04/05/02,"8170,1","8161,7","0,10%","8236,9","8155,3",8200
03/05/02,8019,8025,"-0,40%","8118,7","7970,9",154259792
02/05/02,8048,"8202,2","-1,30%","8229,7","8014,5",141661328
01/05/02,"8154,4","8120,8","0,00%","8183,4","8063,3",122376488
30/04/02,"8154,4","8120,8","0,10%","8183,4","8063,3",122376488
29/04/02,"8146,3","8152,5","-0,40%","8181,9","8042,2",113905136
26/04/02,8182,"8214,2","0,10%","8270,5","8152,5",138023632
25/04/02,"8171,1","8272,9","-1,80%",8311,"8133,6",170141872
24/04/02,8325,"8305,6","-0,40%","8364,6",8270,124969856
23/04/02,"8356,9","8364,6","-0,10%","8400,3","8319,9",144638080
22/04/02,"8363,5","8359,3","-0,70%","8392,4","8311,5",95854880
19/04/02,"8420,4","8354,9","0,90%","8428,5","8289,1",181802112
18/04/02,"8348,1","8377,4","-0,50%","8470,8","8315,9",124114624
17/04/02,"8393,8","8392,2","0,50%","8442,2","8362,8",144258832
16/04/02,"8353,5","8136,7","2,90%","8353,5","8127,4",174389568
15/04/02,"8116,9","8032,8","1,10%","8122,8","7979,9",115530912
12/04/02,"8027,3",8000,"0,70%","8057,7","7958,6",126821000
11/04/02,"7971,1",8124,"-1,60%",8146,"7962,7",157549968
10/04/02,"8098,2","8003,8","0,70%","8128,1","7956,3",125473936
09/04/02,"8038,5","8042,7","0,80%","8098,7","8021,4",124440032
08/04/02,"7976,1","8156,1","-2,40%","8162,7","7933,1",145619792
05/04/02,"8170,1","8161,7","0,10%","8236,9","8155,3",129848496
04/04/02,"8164,7","8194,6","-0,90%","8248,5",8126,190362880
03/04/02,"8236,1","8170,8","0,40%",8265,"8094,9",134393264
02/04/02,"8202,1","8235,8","-0,60%","8260,5","8145,7",207136528
01/04/02,"8249,7","8155,9","0,00%","8291,1","8154,5",88375664
29/03/02,"8249,7","8155,9","0,00%","8291,1","8154,5",88375664
28/03/02,"8249,7","8155,9","1,10%","8291,1","8154,5",88375664
27/03/02,8158,"8163,7","0,40%","8166,6",8066,190537600
26/03/02,"8123,2",8144,"-0,50%","8155,7","8074,6",184685392
25/03/02,"8167,2","8285,1","-2,10%","8330,5","8166,3",129589928
22/03/02,8346,"8381,4","0,10%","8411,4","8304,5",94599440
21/03/02,"8334,4","8344,2","-0,70%","8397,4","8295,5",99572640
20/03/02,"8390,1",8437,"-1,00%","8481,1","8365,4",106894768
19/03/02,"8471,3","8403,7","0,90%","8471,3","8391,2",150166896
18/03/02,"8394,7","8358,4","0,90%","8409,3","8336,4",103345376
15/03/02,"8318,8",8230,"0,80%","8321,9","8183,2",188264896
14/03/02,"8253,3","8178,6","0,70%","8272,4","8178,5",86383504
13/03/02,8199,8256,"-0,30%","8313,9","8177,8",130182080
12/03/02,"8225,9","8294,2","-1,10%","8301,9","8207,4",132623016
11/03/02,"8317,9","8404,9","-0,60%","8422,1","8260,7",126563888
08/03/02,"8369,7","8355,5","-0,10%","8447,8","8347,3",145930384
07/03/02,"8382,2","8374,5","0,70%",8469,"8332,2",143426160
06/03/02,"8320,5","8276,5","0,20%","8346,1","8230,8",131910176
05/03/02,"8307,2",8374,"-0,90%","8413,5","8274,8",128777568
04/03/02,8385,"8312,6","1,90%","8395,2",8299,202020816
01/03/02,"8230,7","8118,4","1,20%","8254,4","8083,8",98535232
28/02/02,"8135,5","8038,5","0,40%","8204,5","7984,2",144414688
27/02/02,"8101,4","7899,8","3,20%","8101,4","7883,5",127955080
26/02/02,7847,"7848,3","0,90%","7918,2","7805,3",178836240
25/02/02,"7775,1","7713,7","1,50%",7780,"7669,9",100419888
22/02/02,"7662,4","7703,9","-1,00%","7705,3",7628,106229024
21/02/02,"7736,5",7804,"0,30%","7829,7","7708,1",116298688
20/02/02,"7716,4","7703,5","0,10%","7783,7","7646,6",130825168
19/02/02,"7708,6","7825,2","-1,60%","7828,3","7700,1",125231088
18/02/02,"7832,4","7884,9","-1,10%","7977,2","7832,4",90469968
15/02/02,"7920,4","8006,5","-1,30%","8024,6","7917,5",140474944
14/02/02,"8021,4","7883,9","2,00%","8022,7","7832,6",168674208
13/02/02,"7867,2","7789,7","1,00%","7886,8","7711,4",119959920
12/02/02,"7787,8","7913,2","-0,40%","7913,2","7718,5",128241896
11/02/02,"7819,7","7909,5","-0,10%","7963,4","7798,5",121752000
08/02/02,"7829,8","7842,5","-0,50%","7888,6","7771,3",118930912
07/02/02,"7872,4","7709,9","2,10%","7872,4","7645,6",131085800
06/02/02,"7708,1","7882,6","-1,80%","7885,4","7693,9",160997264
05/02/02,"7852,7","7965,5","-2,00%","7966,4","7778,5",142222464
04/02/02,"8014,3","8120,6","-1,90%","8122,3","7986,2",142760192
01/02/02,"8171,1","8123,5","1,50%","8189,2",8067,102660520
31/01/02,"8050,4","8112,3","0,40%","8140,3","8006,7",102703592
30/01/02,"8019,7","8088,7","-1,90%","8088,7",7974,146808528
29/01/02,"8178,4","8293,8","-1,10%","8319,6","8163,6",131338296
28/01/02,"8273,1",8201,"1,10%","8293,3","8196,6",104162312
25/01/02,8185,"8217,4","-0,30%","8228,5","8103,4",142716336
24/01/02,"8213,3","8109,1","1,70%","8232,8","8045,6",138186704
23/01/02,"8078,3","7965,8","0,60%","8078,3","7926,6",173375696
22/01/02,"8033,1","7911,9","1,70%","8090,4","7825,9",118974672
21/01/02,"7902,5","8008,7","-1,30%","8049,8","7879,2",77834128
18/01/02,"8008,8","7931,4","0,40%",8021,"7898,4",114596432
17/01/02,"7977,5","7849,4","2,20%","8014,5","7848,5",127939008
16/01/02,"7804,1","7892,9","-1,80%","7905,2","7783,1",170381600
15/01/02,"7948,7","7792,7","1,90%","7975,3","7737,7",171983392
14/01/02,"7800,3","7944,8","-2,30%","7944,8","7759,7",160635312
11/01/02,"7983,1","7921,8","0,60%","8085,8",7914,164059968
10/01/02,"7935,4","8005,4","-1,60%","8011,1","7835,3",199063424
09/01/02,"8066,1","8196,8","-1,50%","8234,5","7968,5",149742016
08/01/02,"8186,6","8140,7","0,10%","8262,4","8105,1",164607328
07/01/02,"8177,3","8356,3","-3,40%","8506,2","8156,6",225974240
04/01/02,"8463,1","8571,6","-1,10%","8608,5","8416,3",179029264
03/01/02,"8554,7","8441,7","2,10%","8575,8","8408,8",171180128
02/01/02,"8377,1","8330,8","-0,20%","8446,6","8247,7",106112168
01/01/02,"8397,6","8445,9","0,00%","8519,7","8397,6",251685200
31/12/01,"8397,6","8445,9","0,00%","8519,7","8397,6",251685200
28/12/01,"8397,6","8445,9","-0,40%","8519,7","8397,6",251685200
27/12/01,"8434,9","8273,4","1,80%","8440,5","8268,2",148437920
26/12/01,"8284,9","8169,5","0,00%","8318,3","8099,5",227203984
25/12/01,"8284,9","8169,5","0,00%","8318,3","8099,5",227203984
24/12/01,"8284,9","8169,5","0,00%","8318,3","8099,5",227203984
21/12/01,"8284,9","8169,5","0,60%","8318,3","8099,5",227203984
20/12/01,"8232,8","8199,4","-1,10%","8263,8","8129,2",218406704
19/12/01,8327,"8446,1","-1,70%","8526,8","8272,7",299616800
18/12/01,"8474,1","8559,4","-0,80%",8605,"8459,8",165389360
17/12/01,"8543,1","8299,4","3,20%","8579,5",8278,140894624
14/12/01,"8281,6","8302,2","-0,50%","8363,3","8256,5",123454584
13/12/01,"8319,5","8578,6","-2,50%","8587,1","8319,5",134516176
12/12/01,"8532,5","8696,3","-1,20%","8711,4","8521,8",118682320
11/12/01,"8636,7","8518,8","0,90%","8690,6","8497,1",145670688
10/12/01,"8559,9","8660,5","-1,60%","8664,6","8542,3",96235960
07/12/01,"8703,2","8813,2","-1,40%",8876,"8692,7",150801008
00:00:00,"8825,5","8552,7","0,00%","8825,5","8552,6",146698992
05/12/01,"8825,5","8552,7","3,70%","8825,5","8552,6",146698992
04/12/01,"8514,6","8348,3","2,50%","8514,6","8336,6",134951280
03/12/01,"8302,9","8253,9","-0,70%","8302,9","8131,6",95654560
30/11/01,"8364,7",8350,"1,10%","8364,7","8226,8",176935984
29/11/01,"8272,9","8291,2","-0,90%","8415,8","8233,3",134210096
28/11/01,"8348,3","8410,6","-1,10%","8518,9","8332,8",122380528
27/11/01,"8439,3",8597,"-1,40%","8661,4",8439,162853376
26/11/01,"8563,1","8616,2","0,40%","8651,8",8523,101365032
23/11/01,"8531,7",8547,"0,30%","8577,3","8430,3",113634832
22/11/01,"8506,1","8475,7","1,00%","8542,3","8450,6",78079232
21/11/01,"8425,4","8411,3","-1,30%","8549,5","8387,9",112086800
20/11/01,"8540,6","8709,2","-1,70%","8710,6","8487,7",115969584
19/11/01,"8691,1","8552,1","1,80%","8742,7","8551,8",137576352
16/11/01,"8536,6","8470,3","0,40%","8550,5","8383,7",129627736
15/11/01,"8500,3","8473,8","0,40%","8611,1","8389,4",178396608
14/11/01,"8463,6","8418,5","1,00%","8578,1","8364,5",159662368
13/11/01,"8383,1","8171,9","4,00%","8405,4","8159,1",118437360
12/11/01,"8059,8","8240,5","-2,00%","8268,7","7958,2",100529800
09/11/01,8222,"8253,1","-1,70%","8285,8","8192,4",82920640
08/11/01,"8363,3","8123,8","3,00%","8416,7","8095,9",145386752
07/11/01,"8118,4","8019,3","1,30%","8118,4","7939,6",124196088
06/11/01,"8017,8","8022,8","1,20%","8070,5","7960,2",137436368
05/11/01,7926,"7726,9","3,20%","7946,7",7712,96012840
02/11/01,"7677,5","7805,1","-1,00%","7817,2","7602,7",100344168
01/11/01,"7754,8","7751,2","-0,30%",7765,"7605,5",68971584
31/10/01,"7774,3","7554,1","2,80%","7826,4","7514,9",109035160
30/10/01,"7562,5","7639,2","-3,00%","7673,3","7550,1",130085032
29/10/01,"7792,7","7953,1","-2,10%","7959,7","7779,9",110983280
26/10/01,"7958,3","7975,8","1,00%","8001,9","7900,5",114026016
25/10/01,"7879,3","8125,8","-2,70%","8176,6","7817,9",118001560
24/10/01,"8096,7","7893,9","1,70%","8126,1","7888,3",136457888
23/10/01,"7963,1","7855,3","2,30%","7963,1","7827,7",135960960
22/10/01,"7780,4","7677,8","2,50%","7780,4","7585,1",89048672
19/10/01,"7590,7","7811,1","-2,70%","7843,5","7547,6",125020840
18/10/01,"7802,3","7744,6","-1,50%",7882,"7721,5",115206240
17/10/01,"7918,6",7745,"3,60%","7935,2","7743,7",161982336
16/10/01,"7643,7","7546,5","2,20%","7716,1","7515,9",127664992
15/10/01,"7478,6","7508,6","-1,00%","7551,5",7427,120408560
12/10/01,"7553,1","7570,1","0,00%","7739,2","7533,3",141551504
11/10/01,"7553,1","7570,1","0,30%","7739,2","7533,3",141551504
10/10/01,"7529,6","7239,1","3,50%","7529,6","7189,8",141263488
09/10/01,"7278,4","7192,6","1,10%","7313,2","7122,2",106139976
08/10/01,7200,"7054,5","0,40%","7233,1","6925,9",116907248
05/10/01,"7169,3","7351,5","-4,00%","7385,7","7125,7",178149952
04/10/01,"7466,3",7357,"3,10%","7466,3",7326,158678992
03/10/01,7245,"7284,3","-0,90%","7330,7","7144,3",140834128
02/10/01,"7309,9","7197,9","1,60%","7312,1",7102,145618736
01/10/01,"7193,1",7341,"-1,70%",7341,"7128,5",118154472
28/09/01,7314,"7272,3","1,60%","7368,2","7255,8",149131264
27/09/01,"7197,9","7013,4","2,10%","7197,9","6961,9",158007840
26/09/01,"7050,9","6961,2","0,70%","7145,3",6908,155236320
25/09/01,"7000,5","6930,7","1,70%","7041,1","6768,8",225158960
24/09/01,"6885,7","6583,3","6,00%","6908,1","6583,3",151878944
21/09/01,"6498,4","6593,1","-3,40%","6638,8","6260,1",241927104
20/09/01,"6725,3","6945,4","-3,00%","7001,6","6696,3",164946144
19/09/01,"6933,6",7030,"-1,60%",7105,"6885,2",173531696
18/09/01,"7043,8","6987,8","-0,70%","7046,2","6838,3",126106824
17/09/01,"7094,8","6825,5","2,60%","7094,8","6660,6",150295392
14/09/01,"6911,8","7283,1","-5,80%","7391,6","6909,1",142735840
13/09/01,"7338,7","7290,9","0,00%","7357,2","7243,2",116992824
12/09/01,"7336,7","6887,9","0,10%","7405,4","6887,9",154886928
11/09/01,"7328,4","7720,7","-4,60%","7776,3","7150,6",154692160
10/09/01,"7678,7","7709,7","-0,60%","7784,2","7522,8",120274520
07/09/01,"7727,2","7897,8","-2,20%","7950,1","7705,2",152507520
06/09/01,"7904,7","8170,8","-2,60%","8176,2","7890,8",114615392
05/09/01,"8117,3","8216,2","-2,10%","8259,3","8092,1",89760608
04/09/01,"8291,2",8225,"1,70%","8306,1","8141,8",77962064
03/09/01,8153,"8373,9","-2,00%","8374,4","8119,8",82471280
31/08/01,"8321,1","8236,1","1,10%",8334,"8158,7",81818592
30/08/01,"8232,1","8410,4","-2,30%",8485,"8232,1",129968456
29/08/01,"8425,3","8349,7","0,60%","8478,3","8287,4",85371920
28/08/01,"8372,9","8529,6","-1,70%","8582,7","8345,4",82073280
27/08/01,"8515,6","8560,7","-0,30%","8627,9","8495,3",48656360
24/08/01,"8540,6","8383,7","1,70%","8541,1","8382,4",85068768
23/08/01,"8401,3","8368,1","1,20%","8423,1","8273,4",101431664
22/08/01,"8305,6","8219,2","1,30%","8373,9","8155,8",104951872
21/08/01,8196,"8212,7","0,10%","8268,3","8171,4",75368584
20/08/01,"8190,3","8174,7","-0,10%","8223,3","8083,8",73061264
17/08/01,"8200,1","8362,6","-1,50%","8383,6","8127,4",125545792
16/08/01,"8322,9","8378,3","-1,50%","8382,5","8242,3",96873112
15/08/01,8450,"8395,8","0,00%","8505,8",8379,80800472
14/08/01,8450,"8395,8","1,30%","8505,8",8379,80800472
13/08/01,"8337,7","8277,7","1,60%",8351,"8189,8",75507496
10/08/01,8203,"8325,3","-1,10%","8387,6","8157,1",98427872
09/08/01,8292,"8332,1","-1,70%","8374,4","8278,8",93054696
08/08/01,"8439,2","8554,4","-1,50%","8560,3","8379,2",87407448
07/08/01,"8567,7","8605,6","-0,80%","8624,7","8489,1",75954240
06/08/01,"8636,2","8556,9","0,80%","8669,7","8555,5",70885216
03/08/01,"8564,7","8607,2","-0,50%","8648,1","8558,6",66201868
02/08/01,"8608,7","8494,3","0,60%","8684,9","8482,9",110666656
01/08/01,"8557,3","8519,9","0,90%","8608,2","8462,8",105066240
31/07/01,8480,"8389,5","0,70%",8480,"8313,3",89888816
30/07/01,"8417,9","8255,9","2,40%","8451,9","8251,8",85468928
27/07/01,8217,"8259,2","-0,20%","8313,9","8152,7",90360720
26/07/01,8231,"8207,2","1,00%","8286,1","8157,5",90697936
25/07/01,"8153,5","8333,9","-2,60%","8360,6","8129,6",106290920
24/07/01,"8373,8","8331,8","-0,10%","8401,7","8295,1",85030856
23/07/01,"8378,9","8270,5","0,90%","8463,7","8248,3",106374600
20/07/01,"8304,1","8283,5","-0,60%","8324,5","8237,2",104978976
19/07/01,"8354,2","8220,5","1,80%","8354,2","8177,6",109097264
18/07/01,"8210,1","8402,3","-1,90%","8403,6","8148,6",111196640
17/07/01,"8372,7","8236,6","0,90%","8387,6","8220,6",112073200
16/07/01,"8296,1","8311,2","-0,10%","8349,7","8217,2",67301568
13/07/01,"8303,9","8270,7","1,70%","8313,8","8118,7",139303536
12/07/01,"8166,7","8399,2","-1,20%","8424,6","8074,5",144626464
11/07/01,"8266,1","8332,5","-2,40%","8370,5","8228,9",146210672
10/07/01,"8465,1","8550,6","-0,70%","8648,9","8448,6",105718192
09/07/01,"8526,2","8542,5","0,30%","8577,1","8344,6",130478760
06/07/01,"8501,9","8731,6","-3,30%","8738,8","8456,4",168200048
05/07/01,"8787,6","8808,1","-1,10%","8893,7","8761,5",119267304
04/07/01,8885,8963,"-1,50%","8994,2","8850,9",92610296
03/07/01,"9015,9","9104,9","-0,60%","9104,9","8954,7",124140760
02/07/01,"9073,3","8849,5","2,20%",9084,"8827,7",113370784
29/06/01,"8878,4",8913,"0,30%","8913,1","8774,8",155199152
28/06/01,"8855,9","8816,8","0,80%",8895,"8634,1",171954304
27/06/01,"8787,6","8827,6","-0,10%","8890,7","8766,1",118863768
26/06/01,"8792,7",8955,"-1,90%","8956,2","8758,4",108261472
25/06/01,"8964,3","8913,9","0,40%","9026,3","8867,9",92684872
22/06/01,"8925,2","8954,2","0,00%","9051,2","8855,9",110504448
21/06/01,"8920,9","9086,3","-1,10%","9086,7","8900,9",133702928
20/06/01,"9021,5","9038,8","-0,30%","9038,8","8862,8",142430480
19/06/01,"9047,9","9051,3","0,30%","9105,4","9008,7",195915872
18/06/01,"9018,7","9301,9","-3,70%","9307,7","9007,4",138999792
15/06/01,"9363,3","9428,1","-1,20%","9481,8","9266,1",153004352
14/06/01,"9476,6","9465,7","-0,50%","9496,9","9443,4",66341276
13/06/01,"9522,5","9513,8","0,80%","9538,5","9455,2",85651552
12/06/01,9444,"9616,6","-1,70%","9616,6","9432,1",104194048
11/06/01,"9606,8","9566,9","0,00%","9657,6","9545,8",79834096
08/06/01,"9607,3","9574,7","1,00%","9663,9","9570,6",76767280
07/06/01,"9516,8","9536,9","-0,10%","9600,5","9485,6",77724624
06/06/01,"9530,7","9620,3","-0,70%","9637,1","9516,9",87635648
05/06/01,"9601,8","9578,5","0,40%","9601,8","9489,5",66503596
04/06/01,"9561,5",9446,"1,70%","9561,5","9441,8",70349736
01/06/01,"9399,4","9514,2","-1,10%","9540,5","9374,5",80069952
31/05/01,"9500,7","9422,7","0,60%","9513,9",9371,84262656
30/05/01,"9439,9",9499,"-0,50%","9526,3","9426,7",79901872
29/05/01,"9487,2","9528,4","-0,60%","9581,3","9455,8",62626656
28/05/01,"9545,6","9499,1","0,80%","9650,1","9453,9",35246144
25/05/01,"9468,4","9615,3","-1,50%","9638,9","9422,5",75612008
24/05/01,"9616,2","9617,6","-0,20%","9671,4",9580,54370152
23/05/01,"9632,6","9615,6","0,10%","9706,1","9575,4",71191168
22/05/01,"9626,9","9705,2","-0,50%","9744,2","9581,3",105614600
21/05/01,"9678,2","9717,3","-0,50%","9765,1","9586,2",61441296
18/05/01,"9728,4","9667,5","0,70%","9770,1","9621,8",98427424
17/05/01,"9661,5","9683,2","0,80%","9740,6",9644,104481120
16/05/01,"9588,1","9625,8","-0,80%","9636,6","9474,6",105181120
15/05/01,"9667,6","9606,4","0,70%","9687,4","9536,4",53537888
14/05/01,"9602,2","9670,7","-0,80%","9793,1","9578,8",82798488
11/05/01,"9684,5","9727,8","-1,00%","9845,8","9643,2",83669264
10/05/01,"9781,5","9613,3","1,30%","9854,1","9610,8",99193280
09/05/01,"9654,3","9610,3","0,00%","9676,8","9497,6",81470104
08/05/01,9658,"9559,7","0,70%","9707,3","9540,1",70333096
07/05/01,"9589,2","9615,8","0,50%","9673,5","9558,2",47968124
04/05/01,"9542,7","9537,4","0,50%","9598,9","9399,2",82749272
03/05/01,"9497,2","9692,9","-1,40%","9718,4","9461,2",81053040
02/05/01,"9633,5","9776,3","-1,30%","9832,1","9618,4",78314712
01/05/01,9761,9607,"0,00%","9799,9","9601,1",77450480
30/04/01,9761,9607,"1,30%","9799,9","9601,1",77450480
27/04/01,"9634,6","9470,9","1,20%","9707,3","9463,8",102336920
26/04/01,"9523,9","9352,2","1,90%","9556,3","9351,5",109246184
25/04/01,"9350,4","9382,8","-0,70%","9424,3","9236,7",75456416
24/04/01,"9418,9","9316,4","1,60%","9451,5","9261,9",92513488
23/04/01,"9269,4","9499,9","-2,90%",9526,"9236,2",75450000
20/04/01,"9547,5","9749,5","-2,60%",9856,"9535,4",96696072
19/04/01,9798,"9861,6","0,00%","9900,5","9745,9",115428264
18/04/01,"9797,8","9589,8","2,80%","9904,6","9589,8",102150592
